,filename,synthetic,reference,category,time_sensitive
0,1.txt,no,,OTHER,NO
1,10.txt,no,,OTHER,NO
2,2.txt,no,,OTHER,NO
3,3.txt,no,,OTHER,NO
4,4.txt,no,,OTHER,NO
5,5.txt,no,,OTHER,NO
6,6.txt,no,,OTHER,NO
7,7.txt,no,,OTHER,NO
8,8.txt,no,,OTHER,NO
9,9.txt,no,,OTHER,NO
10,synthetic_11.txt,yes,,OTHER,NO
11,synthetic_12.txt,yes,,OTHER,NO
12,synthetic_13.txt,yes,,OTHER,NO
13,synthetic_14.txt,yes,,OTHER,NO
14,synthetic_15.txt,yes,,OTHER,NO
15,synthetic_16.txt,yes,,OTHER,NO
16,synthetic_17.txt,yes,,OTHER,NO
17,synthetic_18.txt,yes,,OTHER,NO
18,synthetic_19.txt,yes,,OTHER,NO
19,synthetic_20.txt,yes,,OTHER,NO
20,synthetic_21.txt,yes,,OTHER,NO
21,synthetic_22.txt,yes,,OTHER,NO
22,synthetic_23.txt,yes,,OTHER,YES
23,synthetic_24.txt,yes,,OTHER,NO
24,synthetic_25.txt,yes,,OTHER,NO
25,synthetic_26.txt,yes,,OTHER,NO
26,synthetic_27.txt,yes,,OTHER,YES
27,synthetic_28.txt,yes,,OTHER,YES
28,synthetic_29.txt,yes,,OTHER,NO
29,synthetic_30.txt,yes,,OTHER,NO
30,synthetic_31.txt,yes,,OTHER,NO
31,synthetic_32.txt,yes,,OTHER,NO
32,synthetic_33.txt,yes,,OTHER,NO
33,synthetic_34.txt,yes,,OTHER,NO
34,synthetic_35.txt,yes,,OTHER,NO
35,synthetic_36.txt,yes,,OTHER,NO
36,synthetic_37.txt,yes,,OTHER,NO
37,synthetic_38.txt,yes,,OTHER,NO
38,synthetic_39.txt,yes,,OTHER,NO
39,synthetic_40.txt,yes,,OTHER,NO
40,synthetic_41.txt,yes,,OTHER,NO
41,synthetic_42.txt,yes,,OTHER,YES
42,synthetic_43.txt,yes,,OTHER,NO
43,synthetic_44.txt,yes,,OTHER,YES
44,synthetic_45.txt,yes,,OTHER,NO
45,synthetic_46.txt,yes,,OTHER,NO
46,synthetic_47.txt,yes,,OTHER,NO
47,synthetic_48.txt,yes,,OTHER,NO
48,synthetic_49.txt,yes,,OTHER,NO
49,synthetic_50.txt,yes,,OTHER,NO
